id,name,host_id,host_name_primary,host_name_secondary,neighbourhood,location_id,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,quality_minimum_nights_long,quality_availability_365,quality_price_outlier,quality_last_review_ismissing,quality_reviews_per_month_ismissing,quality_num_missing
3143254,5 Star Suite Experience + Parking At Ellis Place,2465946,Bonita,Frank,Oakland,1680,41.8287529,-87.60825695,Private room,39.0,1,232,2018-11-01,4.34,4,350,False,False,False,False,False,0
3151779,Welcome Tothe Palace Of Enchantment,15997045,Zulema,,Logan Square,7394,41.92475761,-87.68563918,Private room,40.0,15,16,2018-08-06,0.36,2,365,False,False,False,False,False,0
3172794,Loft606: Gigantic Sunlit Loft,16090300,John,,Logan Square,3194,41.91704143,-87.69375214,Entire home/apt,1200.0,2,38,2018-10-18,0.73,1,354,False,False,True,False,False,0
3180755,"North Wayne Flat Close To Lake, Edgewater, Loyola",2388819,Amy,Holly,Edgewater,165,41.99693846,-87.66423189,Entire home/apt,100.0,2,335,2018-10-31,6.25,1,24,False,False,False,False,False,0
3191655,Artist'S Home Studio Next To Train,8333695,Melissa,,Albany Park,3379,41.96696901,-87.70905623,Entire home/apt,100.0,3,13,2017-10-22,0.25,1,95,False,False,False,False,False,0
3217145,Pride Perfect Boystown Pvt Kg Bed/ Roscoe Halsted,16292516,Michael,,Lake View,5478,41.93493079,-87.64619524,Private room,119.0,1,239,2018-11-11,4.43,4,364,False,False,False,False,False,0
3241929,Relax In The Sauna At An Eclectic Loft Style Home,4020105,Nathan,,West Town,991,41.90226108,-87.67969966,Private room,172.0,1,186,2018-11-12,3.47,1,353,False,False,False,False,False,0
3267902,Ravenswood Guest House Annex,2676165,Richard,,Edgewater,6341,41.98950213,-87.66684847,Entire home/apt,85.0,2,202,2018-11-04,3.75,1,327,False,False,False,False,False,0
3292054,The Roscoe House Near Wrigley Field,5960265,Garrett,Courtney,Lake View,494,41.94313274,-87.65612607,Entire home/apt,450.0,2,127,2018-10-14,2.41,4,318,False,False,False,False,False,0
3293564,The Roscoe House: Onyx Room,5960265,Garrett,Courtney,Lake View,5514,41.9446469,-87.65476795,Private room,99.0,2,39,2018-11-11,0.75,4,353,False,False,False,False,False,0
3295017,The Roscoe House: Master Bedroom,5960265,Garrett,Courtney,Lake View,1710,41.94276002,-87.65497826,Private room,99.0,2,18,2018-10-28,0.34,4,353,False,False,False,False,False,0
3298786,Private Room Pink Avondale Near Blueline Cta,14645112,Valerie,,Avondale,6907,41.93625434,-87.71245424,Private room,67.0,1,59,2018-10-14,1.14,4,365,False,False,False,False,False,0
3300206,Studio Close To Everything,16667747,Gena,,West Town,2993,41.90832252,-87.69444473,Entire home/apt,70.0,1,43,2018-10-28,1.15,1,365,False,False,False,False,False,0
3302759,Chicago Duplex Perfect For Groups,16680094,Shana,Mike,West Town,7099,41.89985924,-87.68030308,Entire home/apt,299.0,2,113,2018-11-12,2.26,3,317,False,False,False,False,False,0
3303813,The Roscoe House: Green Room,5960265,Garrett,Courtney,Lake View,3232,41.9427857,-87.65547574,Private room,75.0,2,53,2018-11-11,0.99,4,348,False,False,False,False,False,0
3308694,"The Annex Ii Huge 1,600 Sq Foot Apartment",16707041,Matthew,,Near West Side,6955,41.88669699,-87.64337699,Entire home/apt,299.0,2,25,2018-10-29,0.95,2,319,False,False,False,False,False,0
3317508,Light And Airy Chicago Apartment,15438417,Kiril,,Uptown,358,41.96932065,-87.65132303,Entire home/apt,370.0,2,22,2018-10-07,0.57,1,45,False,False,False,False,False,0
3329088,East Garfield Park 2 Bedroom,16807770,William,,East Garfield Park,3025,41.88373487,-87.70717955,Entire home/apt,110.0,2,70,2018-10-29,1.31,1,357,False,False,False,False,False,0
3364289,Comfortable Room In The South Loop,4900623,Christiane,,Near South Side,3680,41.85633785,-87.62789487,Private room,88.0,3,37,2018-11-12,1.23,1,72,False,False,False,False,False,0
3373118,"2 Br, 2 Ba Luxury Condo Humboldt Pk",3533788,Janet,,West Town,1735,41.90960952,-87.69634975,Entire home/apt,130.0,30,0,,0.0,2,314,False,False,False,True,True,2
3376665,Private Room And Private Bath In Luxury Condo,3533788,Janet,,West Town,6297,41.90968027,-87.69767961,Private room,90.0,1,54,2018-10-21,1.25,2,365,False,False,False,False,False,0
3385966,Welcome To Your 2Bd Penthouse,9995028,Chad,,Lake View,3551,41.9375523,-87.66932251,Entire home/apt,2000.0,100,120,2018-04-01,2.78,1,365,False,False,True,False,False,0
3389545,Private 2Bd Apt Avondale/ Hip Logan Square & El,150742,Rose,,Avondale,3735,41.93569217,-87.72505871,Entire home/apt,108.0,2,126,2018-10-29,2.94,1,0,False,True,False,False,False,0
3394750,Park Side Apt. Walk To Orange Line,8781008,Jenny,,Mckinley Park,2859,41.82583486,-87.6753408,Entire home/apt,90.0,1,41,2018-10-22,3.13,2,351,False,False,False,False,False,0
3410667,Old Town Studio Next To Lake,1309731,Leah,,Lincoln Park,1050,41.9134182,-87.63319629,Entire home/apt,93.0,100,17,2018-08-06,0.57,1,179,False,False,False,False,False,0
3413977,Wells St Suites Old Town 3 Bed,33004,At Home Inn,,Lincoln Park,4317,41.91343219,-87.63630258,Entire home/apt,300.0,2,27,2018-09-09,0.52,9,305,False,False,False,False,False,0
3430491,Chinatown Penthouse Luxury Loft,2640968,Alison,,Armour Square,4806,41.84799884,-87.63404754,Private room,75.0,30,225,2018-11-10,4.24,1,365,False,False,False,False,False,0
3440257,Luxury Urban Loft Pilsen,4728489,Andrew,,Lower West Side,6417,41.85904011,-87.64603536,Entire home/apt,150.0,14,213,2018-06-08,4.03,1,76,False,False,False,False,False,0
3445375,Walk To Wrigley Fld Airy 2Bd/ 2.5B,17363046,Courtney,,Uptown,2745,41.96004561,-87.65633423,Entire home/apt,250.0,2,35,2016-10-30,0.66,1,70,False,False,False,False,False,0
3445991,"#55 Clean,Great Area. Free Parking, 24H Check In.",13389580,Ed,,Dunning,2610,41.94288261,-87.7991464,Private room,35.0,2,4,2016-10-01,0.08,7,90,False,False,False,False,False,0
3453656,Private Large Room With Your Own Bathroom,17405364,Jennifer,,Rogers Park,2807,41.99993126,-87.66843538,Private room,45.0,7,24,2018-10-26,0.58,1,58,False,False,False,False,False,0
3488317,Brewers & Reds Vs Cubs Wrigleyville 3 Bdrms,3621097,Marcus,,Lake View,782,41.94328457,-87.64870079,Entire home/apt,375.0,1,6,2018-09-16,0.36,2,0,False,True,False,False,False,0
3497096,Cozy Vintage Walkup,4336170,Catrina,,Lincoln Park,6644,41.92709301,-87.66336793,Entire home/apt,59.0,32,14,2016-05-25,0.27,2,160,False,False,False,False,False,0
3517984,Private Room W/ Bath In Urban Canopy,11294056,Amanda,,Hyde Park,18,41.79980218,-87.59381477,Private room,75.0,1,214,2018-11-10,4.13,1,329,False,False,False,False,False,0
3521727,Penthouse Condo W/ Private Roof Deck 2Br / 2 Ba,17733782,Brittany,,Lake View,3145,41.9400923,-87.65696616,Entire home/apt,330.0,4,9,2018-07-22,0.17,1,0,False,True,False,False,False,0
3532148,2 Bedroom Apartment With Patio,1600654,Joe,,West Town,4751,41.89646497,-87.69619634,Entire home/apt,138.0,1,36,2018-08-12,0.69,1,0,False,True,False,False,False,0
3534562,Stylish Lincoln Park 2Br W/ Patio,2013410,Peter,,Lincoln Park,1022,41.92715941,-87.65787507,Entire home/apt,175.0,1,271,2018-11-05,5.33,1,6,False,False,False,False,False,0
3562948,The Comfy Cozy Place,17939019,John,,Mckinley Park,1644,41.82564928,-87.6741363,Entire home/apt,112.0,4,78,2018-10-30,1.49,1,348,False,False,False,False,False,0
3563297,Bill Murray Suite In Trendy Hood New Mini Fridge,6118013,Jason,Ela,West Town,7243,41.9018199,-87.6840208,Private room,55.0,1,158,2018-10-29,2.99,2,0,False,True,False,False,False,0
3580497,Charming 2 Bedroom In Downtown,3986873,Elena,,Near North Side,1919,41.89805134,-87.62977379,Entire home/apt,200.0,3,82,2018-09-03,1.56,6,236,False,False,False,False,False,0
3585870,Ideal Location In Logan Square 1Br,2058872,Jake,,Logan Square,2569,41.92245052,-87.70345023,Entire home/apt,110.0,1,191,2018-11-04,3.64,1,75,False,False,False,False,False,0
3590692,Best Location & Relaxing Privacy : Bedroom 3,12955486,Luke,Ligia,Edgewater,6502,41.99041082,-87.66022221,Private room,64.0,20,32,2017-12-12,0.61,3,287,False,False,False,False,False,0
3599882,Garden Suite:Adorable City Cottage,18137125,Gina,,North Center,2934,41.93673011,-87.68339524,Entire home/apt,156.0,1,100,2018-11-11,1.9,1,356,False,False,False,False,False,0
3614008,Up And Down The Boulevard...,10360665,Zachary,,Logan Square,1124,41.92746556,-87.68911923,Private room,105.0,1,26,2017-07-02,0.88,1,318,False,False,False,False,False,0
3627357,Perfect Lincoln Park Apt+Huge Deck,18273211,Nikki,,Lincoln Park,4169,41.92528792,-87.66642301,Entire home/apt,199.0,2,64,2018-10-17,1.22,1,365,False,False,False,False,False,0
3634631,Perfect For One In Charming Home.,2453507,Estelle,,Rogers Park,2106,42.00354922,-87.67380345,Private room,70.0,3,13,2017-09-16,0.3,3,357,False,False,False,False,False,0
3638346,Gorgeous Private Bed/ Bath Steps From The Lake,18353689,Marika,,Rogers Park,376,42.00564772,-87.66330007,Private room,65.0,2,94,2018-10-15,1.8,1,180,False,False,False,False,False,0
3638744,Chicago Suite 1Br/ 1Ba,837429,Petru,,Irving Park,2817,41.96023544,-87.72159364,Entire home/apt,67.0,2,17,2018-11-02,0.33,2,335,False,False,False,False,False,0
3639045,Large Beautiful Victorian Home,8607123,Grainne,,Edgewater,5821,41.99783447,-87.67372856,Private room,70.0,7,2,2018-09-30,0.11,1,364,False,False,False,False,False,0
3644021,Commuter'S Dream In Logan Square,18402462,Michael,,Avondale,1281,41.93347949,-87.70669689,Private room,70.0,2,176,2018-10-29,3.4,1,1,False,False,False,False,False,0
3651965,Private Bedroom In Wicker Park House,18465968,Steve,,West Town,873,41.91174282,-87.68596205,Private room,59.0,1,174,2018-11-11,3.32,1,348,False,False,False,False,False,0
3666681,New Ultra Luxury Modern Studio River North Luxury,3965428,Rob,,Near North Side,2383,41.88974969,-87.63424515,Entire home/apt,200.0,30,8,2018-10-20,0.16,16,363,False,False,False,False,False,0
3667996,Bohemian Basement. Private Bathroom. Washer/ Dryer.,1385332,Patt,,Kenwood,2057,41.80285186,-87.60353528,Private room,29.0,1,21,2018-09-25,0.42,8,150,False,False,False,False,False,0
3677577,Glorious Wrigleyville Rooftop Apt,10921133,Sven,Kaluhi,Lake View,897,41.94316843,-87.65032911,Private room,75.0,1,19,2018-10-07,0.37,2,52,False,False,False,False,False,0
3684028,Lincoln Park Charm,18732858,Shannon,,Lincoln Park,2016,41.93180441,-87.65113496,Entire home/apt,150.0,2,58,2018-11-12,1.12,1,176,False,False,False,False,False,0
3689246,River North Stunner,17887470,Loren,,Near North Side,2602,41.8976799,-87.64370081,Entire home/apt,205.0,2,27,2018-10-17,0.53,1,180,False,False,False,False,False,0
3696178,Beautiful Condo Close To The Beach,18742622,Barbara,,Rogers Park,388,42.0213883,-87.67363218,Private room,45.0,3,35,2018-10-28,0.81,2,292,False,False,False,False,False,0
3712827,Bohemian Hideaway,1965902,Lynn,,Avondale,495,41.93307598,-87.71625338,Entire home/apt,95.0,2,144,2018-10-16,2.8,2,346,False,False,False,False,False,0
3731110,Studio Apartment In Gold Coast,19066652,Tunde,,Near North Side,6578,41.9027471,-87.63109666,Entire home/apt,100.0,2,120,2018-11-04,2.77,1,31,False,False,False,False,False,0
3742513,03A. Queen Sized In Coed Room,2907254,Joe,,West Ridge,3419,42.01710251,-87.68847002,Shared room,25.0,1,101,2018-10-13,1.96,16,181,False,False,False,False,False,0
3751630,"Artsy Tree Top, Heart Of Andersonville",11544255,Patricia,,Edgewater,45,41.97701876,-87.67242094,Entire home/apt,71.0,4,138,2018-11-11,2.65,1,152,False,False,False,False,False,0
3751869,Cullerton House,19199888,Jesse,,South Lawndale,1944,41.85462074,-87.69299906,Entire home/apt,65.0,2,108,2018-11-09,2.67,1,330,False,False,False,False,False,0
3760040,Pride Perfect/ Boystown Pvt Qn Bed/ Roscoe Halsted,16292516,Michael,,Lake View,6999,41.94223876,-87.65136717,Private room,169.0,2,129,2018-10-21,2.47,4,364,False,False,False,False,False,0
3783533,Charming Home Away From Home We Welcome All,19416379,Glenda,,Humboldt Park,7267,41.89753533,-87.70309641,Entire home/apt,90.0,1,223,2018-11-02,4.39,1,166,False,False,False,False,False,0
3797518,Drm Spacious Clean Convenient,18818038,Darrell,,South Shore,4197,41.77188783,-87.57457792,Private room,100.0,3,2,2015-08-04,0.04,1,365,False,False,False,False,False,0
3798482,"7Min Walk To Train, Sunny, Clean, Cozy, Comfy Bed",498240,Justin,,Logan Square,6218,41.91999469,-87.69002381,Private room,50.0,2,155,2018-11-11,3.98,1,54,False,False,False,False,False,0
3811926,The Blue Room,11231030,Erik,,West Lawn,1232,41.7838408,-87.72759176,Private room,34.0,1,328,2018-10-31,6.32,3,338,False,False,False,False,False,0
3826514,Whit'S Place In Bucktown,14205967,Whit,,West Town,5246,41.91146512,-87.6696825,Entire home/apt,189.0,2,190,2018-11-12,3.68,2,339,False,False,False,False,False,0
3828422,"Lakefront, Downtown, World Champion Cubs Baseball",4727270,Sheila,,Lake View,128,41.95036989,-87.64569655,Private room,68.0,1,29,2018-10-28,0.68,1,304,False,False,False,False,False,0
3843678,Awesome Lofted Room In The Heart Of Downtown,13504796,Y,,Loop,4691,41.88148772,-87.62486037,Private room,76.0,4,192,2018-08-13,3.74,1,0,False,True,False,False,False,0
3857383,"Spacious, 2Br Duplex Top Floor",14554282,Justyna,,West Town,4824,41.9034926,-87.69280871,Entire home/apt,125.0,2,32,2016-04-17,0.62,1,237,False,False,False,False,False,0
3861771,Simple Budget Friendly Basement Apartment,718347,Laura,Jeremy,West Town,2941,41.90623957,-87.69183876,Entire home/apt,99.0,7,119,2018-09-22,2.47,3,260,False,False,False,False,False,0
3870522,Vintage Dream Private,3771351,Dorie,,Uptown,7146,41.97407016,-87.66589659,Entire home/apt,119.0,2,32,2018-08-12,0.69,2,5,False,False,False,False,False,0
3883727,Economic And Perfect In Chicago,20081733,Randy,,Brighton Park,1624,41.81990732,-87.68593982,Entire home/apt,156.0,3,25,2018-08-10,0.56,1,364,False,False,False,False,False,0
3897045,Chic And Modern Best Location,3843347,Andrea,,Near North Side,3980,41.89421863,-87.62595764,Entire home/apt,100.0,30,18,2018-06-15,0.35,3,365,False,False,False,False,False,0
3898355,South Loop 1 Bdrm Apt Parking&Wifi,9339313,Leon,,Lower West Side,5405,41.85530866,-87.65410909,Entire home/apt,69.0,1,305,2018-11-11,5.91,11,77,False,False,False,False,False,0
3907071,2 A Walk In Hyde Park,2140,Lois,Ed,Hyde Park,2860,41.79554928,-87.59174205,Private room,37.0,2,45,2018-09-28,0.91,5,232,False,False,False,False,False,0
3912360,Edgewater Condo With 1 Car Parking,9427461,Vicky,,Edgewater,5422,41.99149818,-87.65704168,Entire home/apt,111.0,2,29,2018-11-11,0.57,1,329,False,False,False,False,False,0
3932775,"Andersonville 1 Bdrm, Private Bath",20374657,Shelly,,Uptown,2492,41.97355486,-87.66141757,Private room,80.0,2,25,2017-10-02,0.79,1,84,False,False,False,False,False,0
3940061,High Rise Cottage Condo & Balcony In Loop,20414776,Jessie,,Loop,1146,41.88307403,-87.63397133,Entire home/apt,155.0,20,14,2016-10-16,0.27,1,0,False,True,False,False,False,0
3944822,The Perfect Wicker Park Studio,16396473,Jessica,,West Town,616,41.91200267,-87.6776005,Entire home/apt,90.0,2,255,2018-10-21,5.13,1,128,False,False,False,False,False,0
3945142,Marigold Seminary Suites,563893,Anne Marie,,Lake View,1068,41.9413255,-87.65723415,Entire home/apt,150.0,2,7,2016-07-24,0.14,1,88,False,False,False,False,False,0
3946324,Welcoming All: Tudor Home Warm Community 1E,20449664,John,,Dunning,1434,41.94148187,-87.79431704,Private room,100.0,2,18,2018-10-08,0.36,5,270,False,False,False,False,False,0
3946689,Beautifull And Cozy Studio In Lakeview,10926285,Paola,,Lake View,2353,41.95293143,-87.66995341,Entire home/apt,1000.0,2,19,2018-08-19,0.46,1,63,False,False,True,False,False,0
3952473,The Best Bed In Logan,11772230,Lauren,,Logan Square,2626,41.9188676,-87.71185625,Private room,60.0,1,147,2018-11-11,2.87,1,77,False,False,False,False,False,0
3953322,Spacious Luxury Townhouse Old Town,20490917,Robert,,Lincoln Park,1987,41.91390559,-87.65062919,Entire home/apt,249.0,2,113,2018-11-05,3.34,3,339,False,False,False,False,False,0
3953841,Spacious Bedroom With Balcony,20494609,Chad,,Rogers Park,839,42.00610482,-87.66298333,Private room,85.0,2,24,2018-08-15,0.49,2,319,False,False,False,False,False,0
3953880,Spacious Bedroom In E. Rogers Park,20494609,Chad,,Rogers Park,4147,42.00492607,-87.66471446,Private room,85.0,1,12,2018-09-22,0.43,2,332,False,False,False,False,False,0
3962072,Large Sunny 2Bdr Loft Near Downtown,20528154,Gabriela,,Near West Side,2436,41.88370657,-87.68628726,Entire home/apt,140.0,3,59,2018-09-24,1.15,1,197,False,False,False,False,False,0
3970529,"Well Appointed 1+ Br Bucktown Apt, Baby Friendly",10954148,Helen,,Logan Square,7443,41.91970123,-87.67986062,Entire home/apt,150.0,4,98,2018-10-08,1.93,1,86,False,False,False,False,False,0
3976521,Beautiful Duplex,20608307,Pascale,,Irving Park,7563,41.95858508,-87.71501983,Private room,75.0,1,92,2018-11-12,1.8,1,350,False,False,False,False,False,0
3979385,Private 3Rd Floor Apartment,20624213,Karen,,Uptown,2225,41.95717208,-87.64828368,Entire home/apt,125.0,2,179,2018-11-04,3.5,1,338,False,False,False,False,False,0
3979425,Brand New Duplex Humboldt / Ukrainian Border,20624315,Molly,,West Town,5783,41.90126812,-87.69164684,Entire home/apt,200.0,3,3,2017-07-17,0.13,1,0,False,True,False,False,False,0
3983057,4 Cooperative Living In Hyde Park,2140,Lois,Ed,Hyde Park,1999,41.79507237,-87.59332266,Private room,40.0,2,38,2018-09-16,0.88,5,333,False,False,False,False,False,0
3984079,5 Sabbatical In Hyde Park,2140,Lois,Ed,Hyde Park,3564,41.79718187,-87.59378733,Entire home/apt,150.0,2,10,2018-07-23,0.31,5,55,False,False,False,False,False,0
3984383,The West Room Near U Of Chicago,13339125,Greg,,Hyde Park,102,41.78980452,-87.58960685,Private room,94.0,1,46,2018-09-20,0.91,3,6,False,False,False,False,False,0
3999576,"Spacious, Good Vibes And No Drama",20735782,Viktoria,,Lincoln Park,1090,41.92564892,-87.66078595,Private room,55.0,1,132,2018-10-20,2.58,1,259,False,False,False,False,False,0
4011519,1 A Hyde Park Co Op Living,2140,Lois,Ed,Hyde Park,3665,41.79535661,-87.59219207,Private room,30.0,2,31,2018-09-08,0.65,5,216,False,False,False,False,False,0
4032955,Private Room,20908628,Steve,,Logan Square,1988,41.91841939,-87.67366608,Private room,500.0,1,1,2015-06-01,0.02,1,363,False,False,False,False,False,0
4039289,Private Rm In Lovely Andersonville,13835832,Chris,,Edgewater,3835,41.97632602,-87.66236803,Private room,50.0,1,1,2016-06-27,0.03,1,43,False,False,False,False,False,0
4051574,Private 1Br 1Ba Boystown/ Wrigleyville,21009309,Joshua,,Lake View,7464,41.93869016,-87.64426361,Private room,125.0,1,21,2018-08-13,0.53,2,0,False,True,False,False,False,0
4051584,Private Space In Center Of Boystown,21009309,Joshua,,Lake View,1391,41.94061441,-87.64544233,Entire home/apt,125.0,2,29,2018-10-14,0.58,2,19,False,False,False,False,False,0
4056327,The Northeast Room Near U Of C,13339125,Greg,,Hyde Park,4444,41.79124463,-87.58821797,Private room,84.0,1,3,2016-04-09,0.07,3,0,False,True,False,False,False,0
4067870,Casa Coraz N N Near Rush / Uic,1559157,Amanda,,Lower West Side,1911,41.84737199,-87.67978314,Private room,67.0,2,73,2018-10-08,1.55,3,259,False,False,False,False,False,0
4075630,The Cutest Wicker Park 1 Bdrm Winter Prices.,16864162,Brittany,,West Town,3897,41.90427087,-87.66726211,Entire home/apt,125.0,2,250,2018-10-29,5.03,3,328,False,False,False,False,False,0
4075696,1909 Vintage Building 1 Block From The Cta Redline,2983549,David,,Uptown,6219,41.97043657,-87.65720936,Private room,73.0,1,12,2018-06-24,0.24,1,364,False,False,False,False,False,0
4092283,Gather In A Beautiful Loft Style Apartment In Lincoln Park,10363033,Jessica,,Lincoln Park,4232,41.91697358,-87.63703672,Entire home/apt,174.0,1,335,2018-11-11,6.66,4,76,False,False,False,False,False,0
4096995,Private Living Room W/ King Bed & Ac,2880338,Elizabeth,,Uptown,2727,41.96278115,-87.67338509,Private room,50.0,2,14,2018-10-15,0.28,4,365,False,False,False,False,False,0
4097267,2 Private Bedrooms In Spacious Apartment,2880338,Elizabeth,,Lincoln Square,692,41.96681873,-87.67786218,Private room,100.0,1,7,2017-07-02,0.14,4,365,False,False,False,False,False,0
4105283,"Beach, Loyola, Sunshine + Cuddly Pups",18649856,Rachel,,Edgewater,3515,41.99672946,-87.66259538,Private room,38.0,2,187,2018-09-16,3.72,1,144,False,False,False,False,False,0
4112130,Hip & Modern Wicker Park 2 Bdrm Winter Prices.,16864162,Brittany,,West Town,5525,41.90530986,-87.66734688,Entire home/apt,90.0,2,214,2018-10-22,4.24,3,345,False,False,False,False,False,0
4125026,New Cozy & Quiet Studio/ Great Location,21398498,Mastaneh,,Edgewater,1453,41.98471539,-87.65730677,Entire home/apt,75.0,1,0,,0.0,1,68,False,False,False,True,True,2
4150121,Renovated Lakeview Condo Close To Wrigley Field,2441500,Lisa,,Lake View,6470,41.9496552,-87.64744502,Entire home/apt,109.0,1,287,2018-11-13,5.78,1,232,False,False,False,False,False,0
4156913,Near Lake Michigan & Wrigley Field,6874747,Brian,,Uptown,7544,41.96811407,-87.65652831,Private room,73.0,1,36,2018-11-01,0.85,1,363,False,False,False,False,False,0
4157196,Adorable 3Br House By O'Hare Walk To Cta Blue Line,21572445,Sean,,Norwood Park,6327,41.97782766,-87.80185767,Entire home/apt,169.0,2,24,2018-11-11,1.69,2,83,False,False,False,False,False,0
4157774,Great Spacious Lincoln Sq Condo,9510172,Russ,,Lincoln Square,3180,41.96764579,-87.69037574,Entire home/apt,102.0,5,15,2017-01-18,0.3,1,21,False,False,False,False,False,0
4164410,"Private, Sunny, 1Bed/ 1Bath",8975855,Donatella,,Near North Side,2226,41.90787364,-87.63454005,Private room,65.0,3,6,2018-10-29,0.16,2,268,False,False,False,False,False,0
4173269,Spectacular Lincoln Park Garden Apt,15390297,Bozena,,O'hare,4271,41.9199379,-87.64386931,Entire home/apt,135.0,1,200,2018-10-30,4.0,1,144,False,False,False,False,False,0
4178970,2 Bdrm Apt Ideally Located In Lakeview Area,8852597,Hector,,Lake View,7042,41.93473171,-87.65800736,Entire home/apt,250.0,2,44,2018-10-14,0.89,5,81,False,False,False,False,False,0
4183886,Lake Views Steps From Navy Pier & Millennium Park,21707307,Elizabeth,,Near North Side,3118,41.89580978,-87.61682723,Entire home/apt,289.0,3,109,2018-10-30,2.19,1,172,False,False,False,False,False,0
4192849,The House,11231030,Erik,,West Lawn,5669,41.78395637,-87.72969372,Shared room,12.0,1,13,2017-05-17,0.3,3,0,False,True,False,False,False,0
4214683,"Private Room, Mid City, Vintage, Comfortable",21872907,Tamiz,,Irving Park,1051,41.95014694,-87.7103106,Private room,37.0,2,64,2018-10-22,1.3,1,167,False,False,False,False,False,0
4217933,"5 Month Min, Incredible Location 1Br Apt",2872325,Rishi,,West Town,4686,41.89155097,-87.64870745,Entire home/apt,60.0,150,7,2018-01-22,0.15,2,315,False,False,False,False,False,0
4218075,Lovely First Floor Flat With Piano,19809145,Michael,,West Town,592,41.89782582,-87.68692949,Entire home/apt,290.0,3,26,2018-10-18,0.52,1,177,False,False,False,False,False,0
4225006,Garden Apartment In Nice Neighborhood,21926437,Thomas,,North Center,3111,41.95951821,-87.68315509,Entire home/apt,130.0,2,71,2018-10-29,1.43,1,40,False,False,False,False,False,0
4243309,Guest Bed/ Bathroom With Parking,21924626,Nathan,,Lake View,4128,41.9427798,-87.64897866,Private room,69.0,1,141,2018-11-11,2.97,2,355,False,False,False,False,False,0
4243905,Historic House In Hip Logan Square,22022871,Jill,,Logan Square,2195,41.92721382,-87.69732768,Entire home/apt,275.0,2,18,2018-10-31,0.45,1,359,False,False,False,False,False,0
4246135,"Huge, Sunny, Open Loft",19631081,Cory,,Lower West Side,7229,41.85860738,-87.6419257,Entire home/apt,223.0,1,194,2018-10-29,3.9,1,194,False,False,False,False,False,0
4257285,The Stained Glass Apt. Edgewater #2,2915265,Felice,,Edgewater,4406,41.99638172,-87.66283858,Private room,60.0,2,47,2018-08-27,0.94,2,343,False,False,False,False,False,0
4263439,Relax In A Colorful Historic Condo In Gold Coast,151658,Anne,,Near North Side,6081,41.9051554,-87.62910108,Entire home/apt,130.0,2,92,2018-10-30,1.92,1,202,False,False,False,False,False,0
4264117,Access To Action In Lincoln Square,1368349,Nancy,,Lincoln Square,4807,41.96739282,-87.68367334,Entire home/apt,75.0,1,6,2018-11-11,0.18,1,319,False,False,False,False,False,0
4271206,Spacious West Loop Condo,22175879,Andrew,,Near West Side,190,41.88119483,-87.65488658,Entire home/apt,210.0,3,37,2017-02-07,0.74,1,0,False,True,False,False,False,0
4278432,2Bd In Lincoln Square Neighborhood,19538870,Jackie,,Lincoln Square,4122,41.96840962,-87.68509668,Entire home/apt,150.0,3,69,2018-11-03,1.43,1,351,False,False,False,False,False,0
4278818,Awesomely Centered In Bronzeville 2,4010906,Bobbie,,Grand Boulevard,7555,41.81953505,-87.61594244,Private room,98.0,2,10,2017-10-08,0.24,6,365,False,False,False,False,False,0
4288256,New Luxury Bed & Bath,11156544,Rebecca,,Irving Park,119,41.94256887,-87.73219375,Private room,60.0,1,269,2018-11-03,5.55,2,98,False,False,False,False,False,0
4301222,Bucktown Classic Rowhome,21815643,Brian,,Logan Square,4540,41.91444824,-87.68547005,Entire home/apt,199.0,3,7,2018-10-06,0.17,1,169,False,False,False,False,False,0
4302460,Sunny Logan Square Nook,5961424,Jessie,,Logan Square,1285,41.91970045,-87.70636054,Entire home/apt,90.0,1,18,2018-04-18,0.36,1,0,False,True,False,False,False,0
4335812,Garden Apartment Bronzeville,4010906,Bobbie,,Grand Boulevard,2547,41.8193328,-87.61495201,Private room,80.0,2,7,2018-10-29,0.17,6,365,False,False,False,False,False,0
4342299,Modern Condo In Roscoe Village,259001,Josh,,Lake View,653,41.95021875,-87.6711998,Entire home/apt,150.0,2,3,2016-09-05,0.09,1,0,False,True,False,False,False,0
4347659,Charming Coach House,22568853,Matthew,,Edgewater,6328,41.98677257,-87.66272311,Entire home/apt,110.0,4,144,2018-10-31,2.91,1,112,False,False,False,False,False,0
4354983,Stunning & Spacious Sanctuary,22606653,Beatriz,,Avondale,2437,41.94016833,-87.71417064,Private room,85.0,2,112,2018-11-11,2.37,1,361,False,False,False,False,False,0
4359719,Spacious Retro Basement,22631395,Georg,,Forest Glen,2071,41.99574379,-87.76231817,Entire home/apt,40.0,1,15,2018-11-05,0.5,1,231,False,False,False,False,False,0
4365466,01A. Queen Bed In Coed Space 3 Mi From Nwu,2907254,Joe,,West Ridge,7158,42.01538263,-87.68876103,Shared room,17.0,1,87,2018-10-14,1.76,16,0,False,True,False,False,False,0
4393551,Cozy Bedroom In Diverse Andersonville,3771351,Dorie,,Uptown,6870,41.97366541,-87.66398288,Private room,75.0,2,23,2018-10-28,0.47,2,344,False,False,False,False,False,0
4394093,Private Bed/ Bath In Beautiful Home,22810362,Anne,,Lake View,7349,41.95581423,-87.66922134,Private room,75.0,3,14,2018-10-15,0.32,1,345,False,False,False,False,False,0
